"","Pos","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"225","DEF","Castillo, Luis","$2.200.000","30","4,29","4,73","7","0","0","0","0","0","1","0","0","0","0","colon"
"226","DEF","Villafañe, Santiago","$800.000","11","3,67","2,21","3","0","0","0","0","0","0","0","0","0","0","colon"
"227","DEF","Verón, Franco","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","colon"
"228","DEF","Barsottini, Osvaldo","$4.500.000","34","4,86","10,73","7","0","1","0","0","1","0","4","0","0","0","colon"
"229","DEF","Saín, Cristian","$2.300.000","9","4,50","2,25","2","0","0","0","0","0","1","1","0","0","0","colon"
"230","DEF","Benegas, Ismael","$2.500.000","36","4,00","4,94","9","0","0","0","0","1","0","4","0","0","0","colon"
"231","DEF","Conti, Germán","$3.500.000","70","5,38","7,36","13","1","0","0","0","0","0","2","0","0","0","colon"
"232","DEF","Cuevas, Pablo","$2.000.000","7","7,00","2,87","1","0","0","0","0","0","1","0","0","0","0","colon"
"233","DEF","Rodríguez, Clemente","$3.500.000","31","4,43","5,43","7","0","0","0","0","0","0","2","0","0","0","colon"
"234","DEF","Arroyo, Osvaldo","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","colon"
"235","DEF","Martínez, Maximiliano","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","colon"
"236","DEF","Landa, Lucas","$3.000.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","colon"
"237","DEF","Iberbia, Raúl","$3.200.000","45","5,00","6,40","9","0","0","0","0","0","0","0","0","0","0","colon"
"238","VOL","Leys, Franco","$900.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","colon"
"239","VOL","Gómez, Exequiel","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","colon"
"240","VOL","Ledesma, Pablo","$3.600.000","57","5,18","13,62","11","0","1","0","0","0","0","1","1","0","0","colon"
"241","VOL","Comachi, Lucas","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","colon"
"242","VOL","Garnier, Yamil","$2.400.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","colon"
"243","VOL","Mazurek, Franco","$1.500.000","14","4,67","3,36","3","0","0","0","0","0","0","0","0","0","0","colon"
"244","VOL","Figueroa, Víctor","$4.200.000","73","6,64","19,75","11","1","2","0","0","0","0","1","0","0","0","colon"
"245","VOL","Palomeque, Cristian","$1.800.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","colon"
"246","VOL","Poblete, Gerónimo","$2.500.000","71","5,92","10,50","12","0","1","0","0","0","0","3","0","0","0","colon"
"247","VOL","Fernández, Marcos","$1.800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","colon"
"248","VOL","Ruiz, Alan","$2.500.000","70","8,75","67,86","8","1","5","1","0","0","0","4","1","0","0","colon"
"249","VOL","Bastía, Adrián","$3.400.000","37","3,70","5,21","10","0","0","0","0","0","0","5","1","0","0","colon"
"250","VOL","Casado, Víctor","$1.000.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","colon"
"251","VOL","Ruiz, Federico","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","colon"
"252","DEL","Lagos, Diego","$3.700.000","42","5,25","8,73","8","0","1","0","0","0","0","0","0","0","0","colon"
"253","DEL","Silva, Nicolás","$1.500.000","51","5,67","10,15","9","1","0","0","0","0","0","0","0","0","0","colon"
"254","DEL","Sperduti, Mauricio","$3.900.000","76","5,85","9,44","13","0","2","0","0","0","0","0","0","0","0","colon"
"255","DEL","Leguizamón, Nicolás","$300.000","14","4,67","3,66","3","0","0","0","0","0","0","1","0","0","0","colon"
"256","DEL","Boasso, Federico","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","colon"
"257","DEL","Sandoval, Tomás","$300.000","5","5,00","1,56","1","0","0","0","0","0","0","0","0","0","0","colon"
"258","DEL","Vegetti, Pablo","$3.900.000","7","2,33","2,62","3","0","0","0","0","0","0","0","1","0","0","colon"
"259","DEL","Biglieri, Santiago","$3.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","colon"
"260","ARQ","Santillo, Pablo","$1.800.000","17","3,40","3,81","5","0","0","0","7","0","0","0","0","0","0","defensa-y-justicia"
"261","ARQ","Arias, Gabriel","$3.400.000","64","5,82","15,13","11","0","0","0","9","0","5","1","0","0","0","defensa-y-justicia"
"262","ARQ","Chiappero, Lucio","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"263","DEF","Frías, Adonis","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","defensa-y-justicia"
"264","DEF","Benítez, Marcelo","$3.600.000","21","5,25","5,46","4","0","0","0","0","0","2","1","0","0","0","defensa-y-justicia"
"265","DEF","Yacuzzi, Javier","$2.500.000","7","7,00","2,87","1","0","0","0","0","0","1","0","0","0","0","defensa-y-justicia"
"266","DEF","Silva, Hugo","$800.000","8","4,00","2,25","2","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"267","DEF","Barrios, Fernando","$900.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","defensa-y-justicia"
"268","DEF","Maya, Federico","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","defensa-y-justicia"
"269","DEF","Cardona, Tomás","$1.000.000","50","8,33","21,11","6","0","1","0","0","0","3","1","0","0","0","defensa-y-justicia"
"270","DEF","Martínez, Damián","$3.000.000","74","6,17","18,23","12","0","1","0","0","0","4","2","1","0","0","defensa-y-justicia"
"271","DEF","Barboza, Alexander","$1.500.000","80","6,15","13,25","13","1","0","0","0","0","5","3","0","0","0","defensa-y-justicia"
"272","DEF","García, Rafael","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","defensa-y-justicia"
"273","DEF","Delgado, Rafael","$3.400.000","87","6,21","13,87","14","0","1","0","0","0","6","3","0","1","0","defensa-y-justicia"
"274","DEF","Gómez, Elías","$900.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","defensa-y-justicia"
"275","DEF","Magallán, Lisandro","$1.500.000","104","6,93","12,38","15","0","1","0","0","0","5","0","0","0","0","defensa-y-justicia"
"276","VOL","Fredes, Hernán","$3.500.000","61","6,78","20,40","9","1","1","0","0","0","0","1","0","0","0","defensa-y-justicia"
"277","VOL","Venturi, Diego","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"278","VOL","Bouzat, Agustín","$800.000","46","5,75","12,36","8","0","1","0","0","0","0","1","0","0","0","defensa-y-justicia"
"279","VOL","Cabrera, Gonzalo","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"280","VOL","Magallán, Santiago","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"281","VOL","Cassoratti, Kevin","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"282","VOL","Martínez, Tomás","$1.800.000","97","7,46","27,81","13","2","3","0","0","0","0","3","0","0","0","defensa-y-justicia"
"283","VOL","Calzada, Maximiliano","$2.300.000","14","3,50","3,98","4","0","0","0","0","0","0","1","1","0","0","defensa-y-justicia"
"284","VOL","Rodríguez, Guido","$1.500.000","78","5,57","4,61","14","0","0","0","0","0","0","5","0","0","0","defensa-y-justicia"
"285","VOL","Pochettino, Tomás","$1.200.000","40","5,71","8,25","7","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"286","VOL","Rivero, José Ignacio","$2.100.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"287","DEL","Aparicio, Eric","$2.300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"288","DEL","Rius, Ciro","$3.700.000","20","5,00","4,81","4","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"289","DEL","Stefanelli, Nicolás","$300.000","90","7,50","17,48","12","1","4","0","0","0","0","1","0","0","0","defensa-y-justicia"
"290","DEL","Ríos, Andrés","$2.800.000","31","4,43","5,18","7","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"291","DEL","Guerreiro, Mariano","$1.000.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"292","DEL","Dal Casón, Guido","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"293","DEL","Vera Piris, Lucas","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"294","DEL","Sosa, Matías","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"295","DEL","Bordagaray, Fabián","$3.000.000","137","9,13","50,50","15","2","7","2","0","0","0","3","0","0","0","defensa-y-justicia"
"296","DEL","Isnaldo, Eugenio","$3.400.000","60","6,00","10,44","10","0","1","0","0","0","0","0","0","0","0","defensa-y-justicia"
"297","DEL","Osorio, Humberto","$3.200.000","22","4,40","4,48","5","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"298","ARQ","Andújar, Mariano","$4.200.000","69","7,67","17,59","9","1","0","0","3","0","5","1","0","0","0","estudiantes"
"299","ARQ","Rossi, Agustín","$700.000","13","6,50","5,40","2","0","0","0","1","0","1","0","0","0","0","estudiantes"
"300","ARQ","Silva, Agustín","$1.800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"301","ARQ","Sappa, Daniel","$300.000","8","4,00","1,75","2","0","0","0","2","0","0","0","0","0","0","estudiantes"
"302","DEF","Schunke, Jonatan","$4.500.000","92","7,08","12,06","13","0","1","0","0","0","6","1","0","0","0","estudiantes"
"303","DEF","Ayala, Rodrigo","$400.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","estudiantes"
"304","DEF","Vargas, Luciano","$600.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","estudiantes"
"305","DEF","Rosales, Mauricio","$2.300.000","7","7,00","2,87","1","0","0","0","0","0","1","0","0","0","0","estudiantes"
"306","DEF","González Pirez, Leandro","$4.700.000","53","6,63","11,71","8","0","0","0","0","0","4","1","0","0","0","estudiantes"
"307","DEF","Desábato, Leandro","$5.500.000","46","6,57","10,98","7","0","0","0","0","0","5","1","0","0","0","estudiantes"
"308","DEF","Diarte, Lucas","$800.000","71","5,92","8,12","12","0","0","0","0","0","5","1","0","0","0","estudiantes"
"309","VOL","Miranda, Ezequiel","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"310","VOL","Gil, Leonardo","$3.800.000","14","4,67","3,36","3","0","0","0","0","0","0","1","0","0","0","estudiantes"
"311","VOL","Damonte, Israel","$3.500.000","73","6,64","13,75","11","0","1","0","0","0","0","1","0","0","0","estudiantes"
"312","VOL","Ascacibar, Santiago","$1.000.000","84","6,46","11,31","13","3","0","0","0","0","0","4","0","0","0","estudiantes"
"313","VOL","Marchioni, Julián","$1.200.000","10","3,33","1,98","3","0","0","0","0","0","0","3","0","0","0","estudiantes"
"314","VOL","Solari, Augusto","$2.300.000","89","6,85","21,87","13","1","2","0","0","0","0","2","0","0","0","estudiantes"
"315","VOL","Ozuna, Emiliano","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"316","VOL","Rodríguez, Lucas","$1.200.000","33","4,71","5,56","7","0","0","0","0","0","0","0","0","0","0","estudiantes"
"317","VOL","Cavallaro, Juan I.","$2.800.000","64","6,40","18,75","10","0","2","0","0","0","0","0","0","0","0","estudiantes"
"318","VOL","Cascini, Juan B.","$800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"319","VOL","Sánchez, Facundo","$3.800.000","71","5,46","9,50","13","0","1","0","0","0","0","3","0","0","0","estudiantes"
"320","VOL","Seijas, Gabriel","$400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"321","VOL","Barbona, David","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"322","VOL","Talpone, Nicolás","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"323","DEL","Bueno, Gonzalo","$3.200.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","estudiantes"
"324","DEL","Viatri, Lucas","$3.600.000","75","7,50","36,84","10","1","4","0","0","0","0","3","0","0","0","estudiantes"
"325","DEL","Auzqui, Carlos","$3.700.000","50","5,00","15,73","10","0","2","0","0","0","0","1","2","0","0","estudiantes"
"326","DEL","Quintana, Facundo","$400.000","36","12,00","29,94","3","1","3","0","0","0","0","0","0","0","0","estudiantes"
"327","DEL","Umeres, Elías","$400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"328","DEL","Luna, Nahuel","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"329","DEL","Fernández, Gastón","$5.000.000","88","7,33","37,25","12","2","3","1","0","0","0","2","0","0","0","estudiantes"
"330","DEL","Lattanzio, Carlo","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","estudiantes"
"331","ARQ","Bologna, Enrique","$3.800.000","83","5,93","16,90","14","1","0","0","17","0","6","1","0","0","0","gimnasia"
"332","ARQ","Martín Arias, Alexis","$1.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
"333","ARQ","Bonnin, Yair","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
"334","DEF","Romero, Mauricio","$3.500.000","37","5,29","10,09","7","0","0","0","0","0","3","3","0","0","0","gimnasia"
"335","DEF","Bonifacio, Ezequiel","$2.200.000","8","8,00","3,75","1","0","0","0","0","0","1","0","0","0","0","gimnasia"
"336","DEF","Benítez, Oliver","$3.700.000","42","5,25","8,86","8","0","0","0","0","0","4","2","0","0","0","gimnasia"
"337","DEF","Ceceri, Kevin","$300.000","12","6,00","4,69","2","0","0","0","0","0","1","0","0","0","0","gimnasia"
"338","DEF","Oreja, Facundo","$3.900.000","104","7,43","27,00","14","1","2","0","0","0","6","0","0","0","0","gimnasia"
"339","DEF","Benavídez, Nicolás","$800.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","gimnasia"
"340","DEF","Coronel, Maximiliano","$3.200.000","62","5,64","8,61","11","0","0","0","0","0","6","3","0","0","0","gimnasia"
"341","DEF","Licht, Lucas","$5.700.000","75","6,25","16,59","12","0","1","1","0","0","5","3","0","0","0","gimnasia"
"342","DEF","Guanini, Manuel","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","gimnasia"
"343","DEF","Noble, Matías","$500.000","79","6,58","10,06","12","0","0","0","0","0","6","1","0","0","0","gimnasia"
"344","DEF","García, Ariel Matías","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","gimnasia"
"345","VOL","Faravelli, Lorenzo","$2.000.000","83","6,92","23,28","12","0","3","0","0","0","0","0","1","0","0","gimnasia"
"346","VOL","Lachalde, Ignacio","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
"347","VOL","D'Angelo, Ezequiel","$300.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","gimnasia"
"348","VOL","Silva, Juan Ignacio","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
"349","VOL","Perdomo, Luciano","$500.000","24","4,80","5,25","5","0","0","0","0","0","0","1","0","0","0","gimnasia"
"350","VOL","Brum, Roberto","$3.200.000","34","4,25","5,36","8","0","0","0","0","0","0","4","0","0","0","gimnasia"
"351","VOL","Mendoza, Javier","$3.000.000","8","4,00","1,88","2","0","0","0","0","0","0","0","0","0","0","gimnasia"
"352","VOL","Rinaudo, Fabián","$3.500.000","58","5,80","11,61","10","2","0","0","0","0","0","4","0","0","0","gimnasia"
"353","VOL","Pouso, Omar","$2.800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
"354","VOL","Fernández, Alvaro","$3.800.000","14","4,67","3,36","3","0","0","0","0","0","0","0","0","0","0","gimnasia"
"355","DEL","Contín, Leandro","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
"356","DEL","Mazzola, Nicolás","$2.400.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","gimnasia"
"357","DEL","Andrada, Brian","$400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
"358","DEL","Castillón, Facundo","$3.500.000","60","5,45","6,69","11","0","0","0","0","0","0","0","0","0","0","gimnasia"
"359","DEL","Niell, Franco","$5.000.000","47","5,88","16,43","8","1","1","0","0","0","0","1","0","0","0","gimnasia"
"360","DEL","Tijanovich, Horacio","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
"361","DEL","Rasic, Federico","$3.400.000","29","4,83","5,65","6","0","0","0","0","0","0","1","0","0","0","gimnasia"
"362","DEL","V. Chamorro, Jorge","$2.300.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","gimnasia"
"363","DEL","Medina, Antonio","$4.100.000","11","5,50","3,34","2","0","0","0","0","0","0","0","0","0","0","gimnasia"
"364","DEL","Ale Corvalán, Jonás","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","gimnasia"
